,shot_id,action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,opponent,game_date
2747,16821,Jump Shot,34.0333,-105,11,-118.3748,6,4,1,Dec-11,4,10,0.0,Left Side(L),DEN,1.2104946
2748,19023,Reverse Dunk Shot,34.0443,0,0,-118.2698,3,2,0,Apr-03,56,0,1.0,Center(C),SEA,-0.4625586
2749,16190,Running Jump Shot,34.0553,173,-11,-118.0968,0,1,1,Oct-09,1,17,1.0,Right Side(R),PHX,0.8029851
2750,14162,Jump Shot,33.9533,203,91,-118.0668,11,1,0,Sep-08,40,22,1.0,Right Side(R),PHX,0.55281943
2751,7547,Reverse Layup Shot,34.0443,0,0,-118.2698,0,3,1,Oct-09,2,0,0.0,Center(C),UTA,0.79902315
2752,19721,Jump Shot,33.9603,159,84,-118.1108,2,1,0,Mar-02,49,17,,Right Side(R),MIN,-0.680463
2753,23350,Cutting Layup Shot,34.0333,-4,11,-118.2738,7,3,0,2015-16,17,1,1.0,Center(C),MEM,2.0119302
2754,29238,Jump Shot,33.8863,128,158,-118.1418,3,1,0,1999-00,58,20,0.0,Right Side Center(RC),UTA,-1.3285165
2755,1040,Fadeaway Jump Shot,33.9683,-164,76,-118.4338,0,4,0,May-04,48,18,1.0,Left Side(L),NOP,-0.31313843
2756,15277,Layup Shot,34.0443,0,0,-118.2698,8,2,0,Apr-03,1,0,,Center(C),SAS,-0.5338728
2757,23169,Layup Shot,34.0303,-2,14,-118.2718,0,2,0,Nov-10,33,1,0.0,Center(C),MIA,0.9286338
2758,18597,Jump Shot,34.0523,113,-8,-118.1568,6,3,0,Mar-02,31,11,0.0,Right Side(R),BOS,-0.7523432
2759,26775,Jump Shot,34.0083,-38,36,-118.3078,9,3,0,Mar-02,3,5,0.0,Center(C),ORL,-0.73083574
2760,14734,Jump Shot,34.0343,167,10,-118.1028,9,4,0,Jun-05,17,16,0.0,Right Side(R),GSW,-0.06636872
2761,5332,Driving Layup Shot,34.0443,0,0,-118.2698,4,1,1,1999-00,20,0,1.0,Center(C),POR,-1.2622962
2762,24057,Jump Shot,33.8093,97,235,-118.1728,2,2,0,May-04,38,25,,Right Side Center(RC),NYK,-0.2746514
2763,18070,Fadeaway Jump Shot,33.8683,-27,176,-118.2968,11,2,0,Oct-09,8,17,1.0,Center(C),ATL,0.77638376
2764,3959,Driving Dunk Shot,34.0443,0,0,-118.2698,1,4,0,Jun-05,17,0,1.0,Center(C),PHX,-0.09014011
2765,26328,Jump Shot,34.0373,-119,7,-118.3888,7,3,1,Jan-00,43,11,0.0,Left Side(L),PHI,-1.0409958
2766,8483,Jump Shot,34.0383,184,6,-118.0858,6,1,1,Oct-09,17,18,0.0,Right Side(R),OKC,0.78770345
2767,18900,Jump Shot,33.8833,-125,161,-118.3948,7,4,0,May-04,35,20,0.0,Left Side Center(LC),MIA,-0.26502964
2768,541,Jump Shot,33.8453,161,199,-118.1088,3,1,0,Jul-06,50,25,0.0,Right Side Center(RC),NOP,0.090975255
2769,19221,Jump Shot,33.7533,0,291,-118.2698,9,3,1,Oct-09,21,29,1.0,Center(C),PHX,0.80751294
2770,1750,Jump Shot,33.8843,-130,160,-118.3998,9,1,0,Jan-00,21,20,0.0,Left Side Center(LC),DET,-1.1468351
2771,8782,Jump Shot,33.9123,-85,132,-118.3548,4,1,0,1999-00,42,15,1.0,Left Side(L),DEN,-1.3364402
2772,21450,Driving Layup Shot,34.0443,0,0,-118.2698,7,4,0,1999-00,3,0,1.0,Center(C),SAS,-1.345496
2773,20465,Jump Shot,33.8883,-214,156,-118.4838,1,3,0,Jun-05,32,26,1.0,Left Side Center(LC),POR,-0.042597327
2774,29764,Running Jump Shot,33.9953,20,49,-118.2498,4,3,0,May-04,32,5,,Center(C),LAC,-0.3329479
2775,6665,Jump Shot,33.8153,131,229,-118.1388,8,3,0,Mar-02,13,26,0.0,Right Side Center(RC),BOS,-0.7523432
2776,17094,Jump Shot,34.0703,200,-26,-118.0698,10,3,0,Mar-02,5,20,0.0,Right Side(R),WAS,-0.7517772
2777,27795,Running Pull-Up Jump Shot,33.8213,-112,223,-118.3818,4,2,0,2015-16,52,24,1.0,Left Side Center(LC),MIN,1.9841969
2778,23223,Dunk Shot,34.0443,0,0,-118.2698,6,1,1,Mar-02,56,0,1.0,Center(C),MIN,-0.65838957
2779,23453,Jump Shot,33.8573,212,187,-118.0578,2,4,0,Jun-05,57,28,0.0,Right Side Center(RC),ORL,-0.105987705
2780,5924,Jump Shot,33.7893,-5,255,-118.2748,8,1,1,Oct-09,31,25,1.0,Center(C),OKC,0.7888354
2781,24237,Jump Shot,33.8633,-189,181,-118.4588,10,1,0,Jun-05,46,26,1.0,Left Side Center(LC),PHX,-0.041465357
2782,23078,Jump Shot,34.0493,-122,-5,-118.3918,11,1,0,Oct-09,41,12,1.0,Left Side(L),PHX,0.76563
2783,25346,Jump Shot,33.9173,125,127,-118.1448,5,2,1,Aug-07,38,17,0.0,Right Side Center(RC),UTA,0.3864197
2784,21658,Driving Layup Shot,34.0443,0,0,-118.2698,2,4,0,Oct-09,24,0,1.0,Center(C),CLE,0.7220491
2785,15259,Jump Shot,33.9993,-51,45,-118.3208,0,5,0,Apr-03,46,6,0.0,Center(C),ORL,-0.47274634
2786,29581,Reverse Layup Shot,34.0443,0,0,-118.2698,1,1,0,Feb-01,29,0,,Center(C),DET,-0.92383677
2787,26143,Jump Shot,34.0343,120,10,-118.1498,9,3,0,May-04,26,12,0.0,Right Side(R),CHA,-0.26785958
2788,19259,Jump Shot,33.9293,117,115,-118.1528,10,1,0,1998-99,45,16,,Right Side Center(RC),DAL,-1.50284
2789,27461,Jump Shot,33.9573,-149,87,-118.4188,9,4,0,1999-00,46,17,,Left Side(L),SAS,-1.2798417
2790,4949,Jump Shot,33.8423,161,202,-118.1088,8,2,0,Jun-05,25,25,0.0,Right Side Center(RC),SEA,-0.061274853
2791,17657,Layup Shot,34.0193,9,25,-118.2608,3,2,0,2014-15,33,2,0.0,Center(C),MEM,1.7391251
2792,28712,Running Jump Shot,33.9783,63,66,-118.2068,5,1,0,1999-00,0,9,0.0,Right Side(R),SAS,-1.2860675
2793,14583,Jump Shot,34.0473,163,-3,-118.1068,9,2,0,Mar-02,42,16,0.0,Right Side(R),PHI,-0.6832929
2794,9330,Jump Shot,34.0413,-172,3,-118.4418,11,4,0,Dec-11,6,17,0.0,Left Side(L),PHI,1.1595559
2795,8972,Reverse Slam Dunk Shot,34.0443,0,0,-118.2698,0,2,0,Aug-07,27,0,,Center(C),MIN,0.296428
2796,28477,Jump Shot,33.9573,-36,87,-118.3058,2,3,1,Jul-06,51,9,0.0,Center(C),PHX,0.17417513
2797,18144,Jump Shot,33.9023,81,142,-118.1888,8,4,1,Oct-09,55,16,0.0,Right Side Center(RC),PHX,0.8086449
2798,30551,Jump Shot,34.0523,232,-8,-118.0378,5,4,1,Mar-02,50,23,1.0,Right Side(R),SAS,-0.64650387
2799,4032,Jump Shot,33.8043,80,240,-118.1898,2,4,0,Apr-03,25,25,1.0,Right Side Center(RC),GSW,-0.5197231
2800,17447,Jump Shot,33.9733,-136,71,-118.4058,5,1,0,Jun-05,10,15,,Left Side(L),MIN,-0.11334552
2801,21668,Layup Shot,34.0443,0,0,-118.2698,3,2,0,Oct-09,9,0,0.0,Center(C),UTA,0.7129933
2802,9898,Jump Shot,33.8903,-71,154,-118.3408,7,4,0,Oct-09,59,16,0.0,Left Side Center(LC),ORL,0.7628001
2803,17699,Jump Shot,34.0473,234,-3,-118.0358,0,1,0,2012-13,15,23,1.0,Right Side(R),DET,1.313504
2804,23032,Jump Shot,33.8543,-186,190,-118.4558,11,3,0,2015-16,42,26,,Left Side Center(LC),NOP,2.0215518
2805,28459,Jump Shot,33.8063,153,238,-118.1168,8,4,1,Mar-02,26,28,0.0,Right Side Center(RC),MIN,-0.6595216
2806,20507,Layup Shot,34.0433,-8,1,-118.2778,10,1,0,Dec-11,46,0,0.0,Center(C),MIN,1.1816294
2807,28568,Jump Shot,33.9063,149,138,-118.1208,2,3,0,Aug-07,44,20,1.0,Right Side Center(RC),SEA,0.35755444
2808,13824,Jump Shot,33.8633,78,181,-118.1918,4,4,0,Sep-08,15,19,0.0,Right Side Center(RC),CLE,0.52961403
2809,124,Layup Shot,34.0443,0,0,-118.2698,5,2,0,Jan-00,15,0,0.0,Center(C),DEN,-1.074389
2810,1406,Jump Shot,34.0213,120,23,-118.1498,2,4,0,1996-97,51,12,0.0,Right Side(R),CLE,-1.933555
2811,24042,Jump Shot,33.7973,0,247,-118.2698,5,3,0,Dec-11,45,24,1.0,Center(C),MIN,1.1550281
2812,22680,Turnaround Fadeaway shot,34.0403,-149,4,-118.4188,5,2,0,2012-13,26,14,1.0,Left Side(L),DAL,1.3106741
2813,9903,Driving Layup Shot,34.0443,0,0,-118.2698,0,4,0,Feb-01,19,0,0.0,Center(C),POR,-0.9011974
2814,12803,Jump Shot,33.8483,179,196,-118.0908,0,3,0,Jul-06,42,26,1.0,Right Side Center(RC),PHI,0.10512489
2815,15335,Jump Shot,33.8943,-218,150,-118.4878,6,4,0,Jun-05,10,26,0.0,Left Side Center(LC),LAC,-0.07033062
2816,17192,Pullup Jump shot,33.9043,84,140,-118.1858,9,3,0,Dec-11,28,16,1.0,Right Side Center(RC),SAC,1.1357845
2817,17036,Driving Layup Shot,34.0253,-3,19,-118.2728,0,3,0,2015-16,0,1,0.0,Center(C),SAC,1.9694812
2818,1769,Jump Shot,33.9113,-132,133,-118.4018,3,2,0,Jan-00,50,18,,Left Side Center(LC),NYK,-1.1191018
2819,30004,Reverse Layup Shot,34.0443,0,0,-118.2698,2,2,0,Mar-02,41,0,1.0,Center(C),SAS,-0.69631064
2820,2323,Jump Shot,33.9323,160,112,-118.1098,2,3,0,Sep-08,59,19,,Right Side(R),MIN,0.54885757
2821,21108,Layup Shot,34.0443,0,0,-118.2698,2,1,0,Mar-02,34,0,0.0,Center(C),MEM,-0.73989147
2822,18933,Driving Layup Shot,34.0443,0,0,-118.2698,5,1,0,Jun-05,26,0,1.0,Center(C),DAL,-0.11221355
2823,29548,Jump Shot,33.9803,-52,64,-118.3218,4,2,0,Nov-10,2,8,0.0,Left Side(L),LAC,0.91901207
2824,15975,Turnaround Jump Shot,33.9903,-44,54,-118.3138,3,1,0,Apr-03,16,6,0.0,Center(C),ORL,-0.47274634
2825,9129,Jump Shot,33.8353,156,209,-118.1138,0,4,0,1997-98,50,26,0.0,Right Side Center(RC),HOU,-1.7660233
2826,2256,Layup Shot,34.0383,-7,6,-118.2768,3,4,0,Nov-10,13,0,1.0,Center(C),MIA,0.9286338
2827,2807,Jump Shot,34.0033,-5,41,-118.2748,1,4,0,Nov-10,46,4,0.0,Center(C),BOS,0.9490093
2828,2682,Jump Shot,34.0313,163,13,-118.1068,8,1,1,Feb-01,17,16,1.0,Right Side(R),SAC,-0.8445988
2829,6975,Turnaround Jump Shot,33.9303,-184,114,-118.4538,10,3,0,Jun-05,18,21,1.0,Left Side(L),BOS,-0.056746967
2830,18824,Jump Shot,34.0523,-105,-8,-118.3748,3,4,0,Jan-00,10,10,0.0,Left Side(L),POR,-1.0755209
2831,12934,Finger Roll Layup Shot,34.0333,-16,11,-118.2858,0,3,0,Nov-10,48,1,0.0,Center(C),NOH,0.9807045
2832,3961,Reverse Dunk Shot,34.0443,0,0,-118.2698,9,3,0,Jun-05,10,0,1.0,Center(C),SEA,-0.050521124
2833,3315,Jump Shot,33.8463,-16,198,-118.2858,3,1,1,Dec-11,47,19,0.0,Center(C),OKC,1.2189844
2834,28502,Jump Shot,33.8633,176,181,-118.0938,1,2,0,Jun-05,22,25,0.0,Right Side Center(RC),DEN,-0.047125213
2835,28892,Jump Shot,34.0293,64,15,-118.2058,3,2,0,Mar-02,31,6,0.0,Center(C),DEN,-0.7234779
2836,9310,Jump Shot,33.9683,49,76,-118.2208,11,4,1,Feb-01,46,9,,Right Side(R),SAS,-0.85648453
2837,24910,Jump Shot,33.9503,-54,94,-118.3238,1,2,0,Mar-02,46,10,0.0,Center(C),ATL,-0.74951327
2838,11012,Jump Shot,33.8713,59,173,-118.2108,8,1,1,1999-00,20,18,0.0,Right Side Center(RC),PHX,-1.265692
2839,30376,Layup Shot,34.0443,0,0,-118.2698,3,1,0,May-04,17,0,,Center(C),SAC,-0.3165343
2840,21151,Driving Layup Shot,34.0443,0,0,-118.2698,8,1,0,Jan-00,7,0,1.0,Center(C),LAC,-1.1309875
2841,6701,Jump Shot,33.9963,-169,48,-118.4388,5,2,1,Apr-03,23,17,0.0,Left Side(L),DET,-0.42067567
2842,29379,Turnaround Fadeaway shot,34.0493,152,-5,-118.1178,5,4,0,2012-13,25,15,1.0,Right Side(R),MIL,1.354255
2843,13801,Jump Shot,33.7673,-54,277,-118.3238,0,4,0,2012-13,3,28,0.0,Center(C),LAC,1.3480291
2844,6078,Running Jump Shot,33.9593,-42,85,-118.3118,0,4,1,Feb-01,19,9,1.0,Center(C),NJN,-0.837807
2845,23128,Running Hook Shot,34.0183,56,26,-118.2138,0,4,0,Nov-10,3,6,,Center(C),DEN,0.90373045
2846,17021,Jump Shot,33.8433,103,201,-118.1668,9,3,1,Aug-07,20,22,1.0,Right Side Center(RC),DEN,0.37792993
2847,7953,Jump Shot,33.9513,-193,93,-118.4628,2,2,0,Jan-00,39,21,1.0,Left Side(L),DAL,-1.1060841
2848,29870,Jump Shot,33.8603,22,184,-118.2478,1,3,1,Feb-01,58,18,1.0,Center(C),SAS,-0.8576165
2849,6063,Jump Shot,33.9973,49,47,-118.2208,4,4,1,Feb-01,21,6,,Center(C),SAC,-0.85025865
2850,29771,Jump Shot,33.9103,-119,134,-118.3888,6,3,0,1999-00,24,17,1.0,Left Side Center(LC),SAC,-1.3551178
2851,12100,Layup Shot,34.0443,0,0,-118.2698,6,1,0,Aug-07,26,0,0.0,Center(C),DET,0.32925516
2852,27454,Jump Shot,33.8353,6,209,-118.2638,10,1,0,Jun-05,0,20,0.0,Center(C),NOP,-0.06353879
2853,25760,Jump Shot,33.9913,-4,53,-118.2738,2,1,1,Jan-00,17,5,0.0,Center(C),PHI,-1.0409958
2854,13142,Step Back Jump shot,33.8563,-181,188,-118.4508,0,4,0,2015-16,39,26,0.0,Left Side Center(LC),DAL,1.938352
2855,3238,Jump Shot,33.8923,96,152,-118.1738,1,2,0,Jan-00,54,17,1.0,Right Side Center(RC),POR,-1.1451372
2856,27824,Jump Shot,33.8033,99,241,-118.1708,3,4,0,Oct-09,24,26,0.0,Right Side Center(RC),HOU,0.6994097
2857,29802,Jump Shot,33.9213,-176,123,-118.4458,8,2,0,Jun-05,51,21,,Left Side(L),LAC,-0.097497925
2858,22321,Jump Shot,33.8703,149,174,-118.1208,3,4,0,Jul-06,51,22,1.0,Right Side Center(RC),POR,0.13455614
2859,9641,Reverse Layup Shot,34.0443,0,0,-118.2698,3,3,0,Mar-02,2,0,0.0,Center(C),ORL,-0.7410235
2860,13275,Jump Shot,33.8983,162,146,-118.1078,3,2,1,Oct-09,10,21,1.0,Right Side Center(RC),PHX,0.80751294
2861,9734,Running Jump Shot,34.0353,41,9,-118.2288,1,2,1,Jan-00,28,4,1.0,Center(C),POR,-1.0675972
2862,26805,Hook Shot,33.9593,-52,85,-118.3218,0,4,0,2013-14,42,9,0.0,Left Side(L),ATL,1.5438601
2863,22541,Jump Shot,33.9673,151,77,-118.1188,1,3,1,Apr-03,34,16,0.0,Right Side(R),DET,-0.42576954
2864,14846,Jump Shot,33.8713,-221,173,-118.4908,3,4,0,Feb-01,59,28,0.0,Left Side Center(LC),BOS,-0.87459606
2865,12134,Turnaround Jump Shot,33.7763,-23,268,-118.2928,11,2,0,Feb-01,16,26,0.0,Center(C),CLE,-0.88025594
2866,18855,Jump Shot,33.9173,135,127,-118.1348,8,2,0,Mar-02,43,18,0.0,Right Side Center(RC),SAC,-0.72517586
2867,13729,Layup Shot,34.0443,0,0,-118.2698,6,1,0,Oct-09,0,0,1.0,Center(C),UTA,0.7775157
2868,6650,Jump Shot,34.0393,-143,5,-118.4128,8,3,0,1999-00,6,14,0.0,Left Side(L),SEA,-1.3324784
2869,12203,Jump Shot,33.8023,-96,242,-118.3658,9,1,0,1999-00,7,26,0.0,Left Side Center(LC),MIN,-1.3336103
2870,1078,Turnaround Jump Shot,34.0223,-21,22,-118.2908,0,3,1,Dec-11,1,3,0.0,Center(C),OKC,1.2189844
2871,9249,Driving Layup Shot,34.0443,0,0,-118.2698,10,4,0,1997-98,8,0,1.0,Center(C),LAC,-1.776777
2872,10355,Fadeaway Jump Shot,33.9573,25,87,-118.2448,5,2,0,2015-16,29,9,1.0,Center(C),SAS,1.977971
2873,5858,Jump Shot,33.9373,159,107,-118.1108,6,4,1,Apr-03,30,19,1.0,Right Side(R),SAS,-0.4393532
2874,6062,Jump Shot,33.8993,13,145,-118.2568,5,1,0,May-04,25,14,1.0,Center(C),BOS,-0.27351943
2875,12610,Running Jump Shot,33.9593,-153,85,-118.4228,4,4,0,Jan-00,44,17,1.0,Left Side(L),TOR,-1.0975944
2876,13853,Jump Shot,33.7813,48,263,-118.2218,0,2,0,Nov-10,1,26,0.0,Center(C),DET,0.90712637
2877,30620,Driving Layup Shot,34.0443,0,0,-118.2698,4,1,0,1999-00,35,0,1.0,Center(C),ATL,-1.3505899
2878,2151,Jump Shot,33.9263,126,118,-118.1438,9,2,0,Jun-05,1,17,0.0,Right Side Center(RC),PHI,-0.09806391
2879,28877,Jump Shot,33.8823,-70,162,-118.3398,11,2,0,1999-00,17,17,1.0,Left Side Center(LC),PHX,-1.2945573
2880,3490,Jump Shot,34.0033,-32,41,-118.3018,3,2,0,Nov-10,36,5,0.0,Center(C),CHA,0.96768683
2881,12251,Jump Shot,34.0023,18,42,-118.2518,2,4,0,Jan-00,16,4,1.0,Center(C),DAL,-1.1060841
2882,5888,Jump Shot,33.9683,-138,76,-118.4078,0,1,0,Feb-01,31,15,1.0,Left Side(L),MIA,-0.9193089
2883,24308,Jump Shot,33.9733,228,71,-118.0418,1,2,0,Jul-06,1,23,0.0,Right Side(R),DEN,0.15776154
2884,26651,Jump Shot,33.7963,-74,248,-118.3438,10,2,1,Apr-03,34,25,0.0,Center(C),SAS,-0.4393532
2885,24685,Jump Shot,33.9813,68,63,-118.2018,8,1,1,1999-00,14,9,1.0,Right Side(R),SAC,-1.2736158
2886,2381,Turnaround Jump Shot,34.0373,-155,7,-118.4248,9,1,0,Sep-08,45,15,,Left Side(L),DEN,0.5516875
2887,15410,Jump Shot,33.8843,156,160,-118.1138,1,4,0,Jul-06,19,22,0.0,Right Side Center(RC),HOU,0.09437117
2888,14514,Layup Shot,34.0273,-21,17,-118.2908,8,1,0,Dec-11,37,2,0.0,Center(C),PHX,1.1657817
2889,24465,Jump Shot,33.8883,-105,156,-118.3748,1,2,1,Feb-01,45,18,0.0,Left Side Center(LC),POR,-0.86327636
2890,8797,Reverse Layup Shot,34.0443,0,0,-118.2698,6,1,0,Jul-06,39,0,1.0,Center(C),LAC,0.082485475
2891,10398,Layup Shot,34.0443,0,0,-118.2698,4,2,0,Aug-07,56,0,1.0,Center(C),POR,0.34566873
2892,15667,Jump Shot,33.8683,125,176,-118.1448,0,2,0,Dec-11,16,21,1.0,Right Side Center(RC),PHX,1.1669137
2893,24999,Layup Shot,34.0443,0,0,-118.2698,1,2,1,Jan-00,9,0,,Center(C),SAC,-1.0625032
2894,28341,Jump Shot,33.8873,-198,157,-118.4678,5,2,0,Oct-09,45,25,,Left Side Center(LC),NOH,0.77525175
2895,6979,Driving Layup Shot,34.0493,17,-5,-118.2528,11,2,1,Oct-09,17,1,,Center(C),BOS,0.8154367
2896,7590,Jump Shot,34.0373,59,7,-118.2108,2,3,0,Mar-02,25,5,1.0,Center(C),CLE,-0.7534751
2897,18168,Jump Shot,34.0103,54,34,-118.2158,7,1,0,Feb-01,23,6,0.0,Center(C),DAL,-0.90912116
2898,8070,Jump Shot,34.0693,231,-25,-118.0388,8,4,1,Jan-00,55,23,1.0,Right Side(R),PHI,-1.0409958
2899,20624,Jump Bank Shot,33.9593,-133,85,-118.4028,5,4,0,2014-15,17,15,0.0,Left Side(L),PHX,1.7266735
2900,28280,Driving Layup Shot,34.0443,0,0,-118.2698,9,2,0,1998-99,20,0,,Center(C),CHA,-1.5220835
2901,6594,Fadeaway Jump Shot,33.9403,-54,104,-118.3238,6,1,0,Jul-06,39,11,,Center(C),MIA,0.11361468
2902,10207,Layup Shot,34.0323,-7,12,-118.2768,0,2,0,2014-15,54,1,0.0,Center(C),PHX,1.7232776
2903,3725,Jump Shot,34.0453,154,-1,-118.1158,3,1,0,Jul-06,37,15,0.0,Right Side(R),SAS,0.12097249
2904,25939,Slam Dunk Shot,34.0443,0,0,-118.2698,7,3,0,Apr-03,41,0,1.0,Center(C),GSW,-0.48746195
2905,23648,Jump Shot,33.9993,-15,45,-118.2848,1,2,0,2014-15,52,4,,Center(C),CLE,1.7674243
2906,30591,Jump Shot,34.0593,142,-15,-118.1278,3,1,1,Feb-01,15,14,0.0,Right Side(R),SAS,-0.8525226
2907,9759,Driving Layup Shot,34.0443,0,0,-118.2698,7,3,0,1997-98,14,0,1.0,Center(C),NJN,-1.739422
2908,12464,Jump Shot,33.9133,130,131,-118.1398,1,2,0,Dec-11,14,18,0.0,Right Side Center(RC),MIA,1.1748376
2909,26569,Layup Shot,34.0443,0,0,-118.2698,3,4,0,Apr-03,52,0,0.0,Center(C),DAL,-0.53047687
2910,7835,Jump Shot,33.8803,-103,164,-118.3728,0,4,0,Jun-05,53,19,,Left Side Center(LC),LAC,-0.097497925
2911,1366,Pullup Jump shot,33.9183,215,126,-118.0548,4,3,0,2015-16,9,24,,Right Side Center(RC),ATL,1.9502378
2912,18906,Jump Shot,33.8443,-23,200,-118.2928,0,1,1,Jan-00,3,20,1.0,Center(C),SAS,-1.0562774
2913,23192,Jump Shot,33.8243,49,220,-118.2208,6,4,0,1996-97,21,22,0.0,Center(C),ORL,-1.9154434
2914,576,Jump Shot,33.8993,-168,145,-118.4378,7,4,0,Mar-02,0,22,1.0,Left Side Center(LC),GSW,-0.6617855
2915,3205,Jump Shot,33.9143,186,130,-118.0838,4,2,0,1998-99,3,22,0.0,Right Side(R),DEN,-1.5186876
2916,4443,Jump Shot,33.8633,171,181,-118.0988,9,4,0,1998-99,26,24,1.0,Right Side Center(RC),ORL,-1.5034059
2917,16546,Jump Shot,33.9673,-6,77,-118.2758,6,2,0,Apr-03,38,7,1.0,Center(C),NYK,-0.53896666
2918,29710,Jump Shot,34.0503,-187,-6,-118.4568,6,1,0,Dec-11,13,18,1.0,Left Side(L),NJN,1.1918172
2919,23246,Jump Shot,33.9983,-59,46,-118.3288,6,1,0,1999-00,17,7,,Center(C),LAC,-1.3398361
2920,2066,Fadeaway Jump Shot,33.8893,66,155,-118.2038,5,3,1,Aug-07,5,16,1.0,Right Side Center(RC),BOS,0.4022673
2921,19099,Driving Layup Shot,34.0443,0,0,-118.2698,7,4,0,Feb-01,48,0,,Center(C),MIL,-0.8961035
2922,15096,Jump Shot,33.9833,29,61,-118.2408,2,2,0,1999-00,16,6,0.0,Center(C),CHA,-1.3381382
2923,5062,Jump Shot,33.9453,11,99,-118.2588,4,3,0,Feb-01,21,9,0.0,Center(C),CHI,-0.92157286
2924,1860,Jump Shot,33.8303,-157,214,-118.4268,3,2,1,Oct-09,38,26,0.0,Left Side Center(LC),PHX,0.806381
2925,510,Jump Shot,33.7993,95,245,-118.1748,0,1,0,Jun-05,11,26,0.0,Right Side Center(RC),MIL,-0.054483026
2926,20017,Jump Shot,33.8243,-131,220,-118.4008,3,4,0,Jun-05,18,25,1.0,Left Side Center(LC),WAS,-0.1099496
2927,18858,Jump Shot,33.8583,-8,186,-118.2778,10,3,0,Feb-01,59,18,0.0,Center(C),DEN,-0.9487402
2928,1492,Driving Layup Shot,34.0323,12,12,-118.2578,1,2,0,2012-13,33,1,,Center(C),NOH,1.3825542
2929,7640,Jump Shot,33.8373,-182,207,-118.4518,9,1,1,Jul-06,10,27,1.0,Left Side Center(LC),PHX,0.17247717
2930,23559,Jump Shot,34.0043,227,40,-118.0428,4,1,1,Aug-07,13,23,,Right Side(R),UTA,0.3824578
2931,18494,Layup Shot,34.0443,0,0,-118.2698,7,4,0,May-04,16,0,0.0,Center(C),HOU,-0.25314394
2932,2815,Jump Shot,33.8653,108,179,-118.1618,5,1,0,Feb-01,6,20,1.0,Right Side Center(RC),IND,-0.89440554
2933,16374,Jump Shot,34.0373,169,7,-118.1008,5,2,0,Mar-02,49,16,0.0,Right Side(R),POR,-0.75687104
2934,23530,Jump Shot,33.7903,-60,254,-118.3298,10,3,0,2014-15,37,26,,Center(C),WAS,1.743087
2935,11855,Jump Shot,33.8673,179,177,-118.0908,2,2,0,1999-00,48,25,0.0,Right Side Center(RC),DEN,-1.3364402
2936,19278,Jump Shot,33.8383,-41,206,-118.3108,5,4,0,Mar-02,17,21,0.0,Center(C),SAC,-0.6651814
2937,2698,Jump Shot,33.9153,129,129,-118.1408,4,1,0,Dec-11,9,18,0.0,Right Side Center(RC),PHX,1.1442744
2938,11867,Jump Shot,34.0393,108,5,-118.1618,8,2,0,1997-98,34,10,1.0,Right Side(R),DAL,-1.6947091
2939,23818,Driving Layup Shot,34.0443,0,0,-118.2698,11,4,0,Oct-09,21,0,1.0,Center(C),NJN,0.7186532
2940,28396,Jump Shot,34.0463,34,-2,-118.2358,2,4,0,Dec-11,28,3,0.0,Center(C),NYK,1.1374825
2941,16814,Running Jump Shot,33.9743,-42,70,-118.3118,9,2,1,Feb-01,44,8,,Left Side(L),POR,-0.86327636
2942,6625,Driving Slam Dunk Shot,34.0443,0,0,-118.2698,6,4,0,Sep-08,33,0,1.0,Center(C),NYK,0.51037055
2943,7073,Alley Oop Dunk Shot,34.0443,0,0,-118.2698,0,1,0,Jan-00,46,0,,Center(C),CHA,-1.1083481
2944,12292,Reverse Layup Shot,34.0443,0,0,-118.2698,9,4,0,May-04,57,0,1.0,Center(C),NOP,-0.31313843
2945,7713,Jump Shot,33.9103,-109,134,-118.3788,5,4,0,Sep-08,47,17,1.0,Left Side Center(LC),HOU,0.5262181
2946,20524,Fadeaway Jump Shot,34.0303,-93,14,-118.3628,3,1,0,Dec-11,37,9,1.0,Left Side(L),PHX,1.1442744
2947,12283,Jump Shot,34.0133,20,31,-118.2498,4,3,0,Jul-06,55,3,0.0,Center(C),CHI,0.0813535
2948,27289,Floating Jump shot,34.0253,24,19,-118.2458,4,2,0,Dec-11,12,3,0.0,Center(C),IND,1.1510662
2949,28562,Jump Shot,33.8013,128,243,-118.1418,7,1,0,Aug-07,37,27,1.0,Right Side Center(RC),MEM,0.36151633
2950,19400,Jump Shot,34.0053,162,39,-118.1078,1,2,0,Sep-08,0,16,0.0,Right Side(R),POR,0.48263723
2951,5720,Jump Shot,33.8203,-151,224,-118.4208,4,4,0,Aug-07,18,27,,Left Side Center(LC),BOS,0.29020217
2952,903,Jump Shot,33.9263,57,118,-118.2128,7,4,0,Mar-02,46,13,,Center(C),IND,-0.70197046
2953,6502,Jump Shot,33.8053,124,239,-118.1458,4,4,0,2012-13,1,26,,Right Side Center(RC),SAC,1.3961378
2954,8193,Driving Layup Shot,34.0443,0,0,-118.2698,11,2,0,Apr-03,16,0,1.0,Center(C),NYK,-0.5276469
2955,14602,Jump Shot,33.9963,133,48,-118.1368,4,1,0,Aug-07,10,14,1.0,Right Side(R),NOH,0.3168035
2956,514,Jump Shot,33.8543,181,190,-118.0888,8,3,0,Sep-08,30,26,0.0,Right Side Center(RC),ATL,0.5460276
