,0,1
1128,3848,Jump Shot
1129,14779,Jump Shot
1130,6527,Jump Shot
1131,4535,Jump Shot
1132,27880,Jump Shot
1133,5648,Jump Shot
1134,24222,Driving Layup Shot
1135,2755,Jump Shot
1136,506,Jump Shot
1137,26445,Jump Shot
1138,7537,Layup Shot
1139,24607,Layup Shot
1140,22825,Driving Layup Shot
1141,25844,Driving Layup Shot
1142,25906,Jump Shot
1143,22881,Jump Shot
1144,24706,Jump Shot
1145,539,Jump Shot
1146,5217,Jump Shot
1147,27433,Layup Shot
1148,21204,Jump Shot
1149,3456,Jump Shot
1150,15595,Jump Shot
1151,4230,Layup Shot
1152,29079,Jump Shot
1153,30285,Jump Shot
1154,14356,Jump Shot
1155,5039,Jump Shot
1156,4485,Jump Shot
1157,22888,Jump Shot
1158,5385,Jump Shot
1159,22377,Jump Shot
1160,18416,Driving Layup Shot
1161,6281,Jump Shot
1162,18703,Jump Shot
1163,16273,Layup Shot
1164,8102,Jump Shot
1165,23614,Jump Shot
1166,25910,Jump Shot
1167,21158,Jump Shot
1168,12910,Driving Layup Shot
1169,30514,Layup Shot
1170,17505,Jump Shot
1171,24717,Jump Shot
1172,13526,Jump Shot
1173,22151,Jump Shot
1174,15215,Jump Shot
1175,3595,Jump Shot
1176,16596,Jump Shot
1177,8874,Jump Shot
1178,13620,Jump Shot
1179,22240,Jump Shot
1180,26673,Jump Shot
1181,6532,Jump Shot
1182,18704,Layup Shot
1183,13125,Driving Layup Shot
1184,17239,Jump Shot
1185,25319,Jump Shot
1186,9074,Jump Shot
1187,4029,Jump Shot
1188,8148,Jump Shot
1189,24576,Jump Shot
1190,26680,Jump Shot
1191,3736,Jump Shot
1192,30064,Jump Shot
1193,28376,Jump Shot
1194,29839,Jump Shot
1195,6754,Jump Shot
1196,20150,Jump Shot
1197,17475,Jump Shot
1198,5938,Driving Layup Shot
1199,23464,Jump Shot
1200,24223,Jump Shot
1201,12256,Driving Layup Shot
1202,26898,Layup Shot
1203,18525,Layup Shot
1204,15880,Driving Layup Shot
1205,3698,Jump Shot
1206,5139,Jump Shot
1207,29090,Driving Layup Shot
1208,17844,Driving Layup Shot
1209,580,Jump Shot
1210,8157,Jump Shot
1211,16907,Driving Layup Shot
1212,11473,Layup Shot
1213,9599,Driving Layup Shot
1214,2130,Jump Shot
1215,3877,Driving Layup Shot
1216,20358,Jump Shot
1217,16329,Jump Shot
1218,4773,Jump Shot
1219,2332,Jump Shot
1220,7975,Jump Shot
1221,8887,Jump Shot
1222,10987,Jump Shot
1223,25264,Jump Shot
1224,2572,Jump Shot
1225,17828,Jump Shot
1226,29540,Jump Shot
1227,22335,Driving Layup Shot
1228,25933,Layup Shot
1229,6254,Jump Shot
1230,14444,Layup Shot
1231,22846,Jump Shot
1232,22760,Jump Shot
1233,23771,Driving Layup Shot
1234,1669,Jump Shot
1235,5552,Jump Shot
1236,4956,Jump Shot
1237,27497,Jump Shot
1238,706,Jump Shot
1239,11310,Jump Shot
1240,3395,Jump Shot
1241,25247,Jump Shot
1242,25793,Layup Shot
1243,9688,Driving Layup Shot
1244,17548,Running Jump Shot
1245,15627,Jump Shot
1246,14462,Jump Shot
1247,23494,Jump Shot
1248,23051,Jump Shot
1249,26252,Driving Layup Shot
1250,4814,Jump Shot
1251,14582,Layup Shot
1252,19243,Driving Layup Shot
1253,5536,Layup Shot
1254,11375,Layup Shot
1255,6683,Jump Shot
1256,1114,Jump Shot
1257,16943,Jump Shot
1258,10899,Jump Shot
1259,21814,Driving Layup Shot
1260,15413,Jump Shot
1261,26019,Jump Shot
1262,5698,Jump Shot
1263,27816,Jump Shot
1264,23880,Driving Layup Shot
1265,21346,Jump Shot
1266,17014,Layup Shot
1267,17542,Jump Shot
1268,14690,Jump Shot
1269,30186,Jump Shot
1270,8207,Jump Shot
1271,12585,Jump Shot
1272,1924,Driving Layup Shot
1273,11194,Jump Shot
1274,26283,Jump Shot
1275,8841,Jump Shot
1276,21050,Jump Shot
1277,17532,Jump Shot
1278,1434,Driving Layup Shot
1279,5116,Jump Shot
1280,27503,Jump Shot
1281,14463,Jump Shot
1282,1413,Jump Shot
1283,1247,Jump Shot
1284,4449,Jump Shot
1285,15979,Layup Shot
1286,16892,Jump Shot
1287,2919,Jump Shot
1288,16442,Jump Shot
1289,26352,Layup Shot
1290,24134,Jump Shot
1291,29588,Jump Shot
1292,25584,Jump Shot
1293,20134,Jump Shot
1294,16672,Driving Layup Shot
1295,17477,Jump Shot
1296,2974,Driving Layup Shot
1297,15182,Jump Shot
1298,20998,Jump Shot
1299,8241,Jump Shot
1300,15149,Layup Shot
1301,7543,Jump Shot
1302,25415,Jump Shot
1303,27221,Jump Shot
1304,28739,Jump Shot
1305,7030,Jump Shot
1306,1427,Jump Shot
1307,30026,Jump Shot
1308,20271,Jump Shot
1309,26048,Jump Shot
1310,16250,Jump Shot
1311,30042,Driving Layup Shot
1312,645,Jump Shot
1313,2894,Layup Shot
1314,7730,Jump Shot
1315,13470,Driving Layup Shot
1316,25725,Driving Layup Shot
1317,14021,Jump Shot
1318,3269,Jump Shot
1319,23924,Jump Shot
1320,17703,Jump Shot
1321,8514,Jump Shot
1322,13029,Driving Layup Shot
1323,13291,Jump Shot
1324,197,Jump Shot
1325,25812,Layup Shot
1326,20006,Driving Layup Shot
1327,10176,Jump Shot
1328,4476,Jump Shot
1329,739,Driving Layup Shot
1330,16974,Jump Shot
1331,21010,Layup Shot
1332,27994,Jump Shot
1333,27165,Jump Shot
1334,18380,Jump Shot
1335,174,Jump Shot
1336,9397,Jump Shot
1337,27520,Jump Shot
1338,28431,Jump Shot
1339,21407,Jump Shot
1340,20275,Jump Shot
1341,21863,Driving Layup Shot
1342,13212,Running Jump Shot
1343,21788,Jump Shot
1344,24829,Jump Shot
1345,12741,Jump Shot
1346,11136,Driving Layup Shot
1347,27788,Jump Shot
1348,7586,Jump Shot
1349,10934,Driving Layup Shot
1350,22270,Jump Shot
1351,8481,Jump Shot
1352,2773,Jump Shot
1353,10985,Jump Shot
1354,10927,Jump Shot
1355,5659,Jump Shot
1356,4743,Driving Layup Shot
1357,2623,Jump Shot
1358,28541,Jump Shot
1359,19078,Jump Shot
1360,22522,Driving Layup Shot
1361,11289,Driving Layup Shot
1362,25265,Jump Shot
1363,7224,Jump Shot
1364,12147,Jump Shot
1365,19886,Jump Shot
1366,19085,Jump Shot
1367,20251,Layup Shot
1368,24105,Jump Shot
1369,13156,Jump Shot
1370,18407,Jump Shot
1371,25040,Jump Shot
1372,23432,Jump Shot
1373,6400,Layup Shot
1374,16359,Jump Shot
1375,11501,Driving Layup Shot
1376,15669,Jump Shot
1377,6096,Jump Shot
1378,3299,Driving Layup Shot
1379,28830,Jump Shot
1380,3106,Driving Layup Shot
1381,18271,Jump Shot
1382,5478,Jump Shot
1383,22528,Jump Shot
1384,11569,Jump Shot
1385,19187,Jump Shot
1386,13198,Jump Shot
1387,25305,Jump Shot
1388,13805,Jump Shot
1389,11199,Jump Shot
1390,24259,Layup Shot
1391,26672,Jump Shot
1392,11257,Jump Shot
1393,7559,Jump Shot
1394,12770,Jump Shot
1395,19702,Jump Shot
1396,24610,Layup Shot
1397,8271,Driving Layup Shot
1398,26883,Jump Shot
1399,19634,Jump Shot
1400,1299,Jump Shot
1401,3028,Jump Shot
1402,11424,Jump Shot
1403,4585,Jump Shot
1404,8674,Jump Shot
1405,25527,Jump Shot
1406,24007,Jump Shot
1407,16736,Jump Shot
1408,23271,Driving Layup Shot
1409,35,Layup Shot
1410,3493,Jump Shot
1411,23722,Jump Shot
1412,10481,Jump Shot
1413,22366,Driving Layup Shot
1414,17216,Jump Shot
1415,20028,Jump Shot
1416,14760,Jump Shot
1417,20130,Layup Shot
1418,8279,Jump Shot
1419,3350,Layup Shot
1420,551,Jump Shot
1421,15020,Jump Shot
1422,27283,Jump Shot
1423,6897,Jump Shot
1424,28413,Jump Shot
1425,13322,Layup Shot
1426,11291,Jump Shot
1427,20681,Jump Shot
1428,11944,Jump Shot
1429,18003,Layup Shot
1430,14496,Jump Shot
1431,5283,Jump Shot
1432,7709,Jump Shot
1433,1685,Jump Shot
1434,4851,Jump Shot
1435,29140,Jump Shot
1436,28246,Jump Shot
1437,28381,Jump Shot
1438,19041,Jump Shot
1439,5228,Jump Shot
1440,17152,Jump Shot
1441,17500,Running Jump Shot
1442,20485,Running Jump Shot
1443,29332,Jump Shot
1444,3449,Jump Shot
1445,10469,Jump Shot
1446,17885,Jump Shot
1447,17517,Jump Shot
1448,9627,Driving Layup Shot
1449,11019,Jump Shot
1450,5026,Layup Shot
1451,324,Layup Shot
1452,2237,Jump Shot
1453,16000,Jump Shot
1454,4345,Driving Layup Shot
1455,2158,Jump Shot
1456,29374,Layup Shot
1457,15784,Jump Shot
1458,1982,Driving Layup Shot
1459,19379,Layup Shot
1460,13942,Jump Shot
1461,22986,Jump Shot
1462,8289,Layup Shot
1463,29367,Jump Shot
1464,7428,Jump Shot
1465,29339,Jump Shot
1466,10670,Jump Shot
1467,9575,Jump Shot
1468,29393,Jump Shot
1469,28242,Jump Shot
1470,7139,Jump Shot
1471,7365,Jump Shot
1472,10014,Jump Shot
1473,9441,Jump Shot
1474,7691,Layup Shot
1475,19688,Jump Shot
1476,12851,Jump Shot
1477,342,Jump Shot
1478,24807,Jump Shot
1479,9943,Jump Shot
1480,14112,Layup Shot
1481,5815,Jump Shot
1482,2533,Jump Shot
1483,20614,Jump Shot
1484,27448,Jump Shot
1485,29752,Jump Shot
1486,4204,Jump Shot
1487,6663,Jump Shot
1488,11799,Jump Shot
1489,18017,Jump Shot
1490,19232,Layup Shot
1491,16580,Layup Shot
1492,20929,Jump Shot
1493,4872,Jump Shot
1494,533,Jump Shot
1495,13656,Driving Layup Shot
1496,28874,Layup Shot
1497,8780,Jump Shot
1498,18491,Jump Shot
1499,9812,Driving Layup Shot
1500,6320,Jump Shot
1501,3078,Jump Shot
1502,12024,Jump Shot
1503,2321,Driving Layup Shot
1504,15376,Jump Shot
1505,14361,Jump Shot
1506,5909,Jump Shot
1507,16147,Driving Layup Shot
1508,2886,Jump Shot
1509,19031,Jump Shot
1510,19907,Jump Shot
1511,21233,Layup Shot
1512,26028,Jump Shot
1513,19048,Jump Shot
1514,3593,Layup Shot
1515,12682,Pullup Jump shot
1516,21937,Jump Shot
1517,29023,Jump Shot
1518,3266,Jump Shot
1519,1458,Driving Layup Shot
1520,28167,Running Jump Shot
1521,25404,Jump Shot
1522,7279,Jump Shot
1523,29987,Jump Shot
1524,7822,Jump Shot
1525,12080,Jump Shot
1526,4891,Jump Shot
1527,20708,Driving Layup Shot
1528,15337,Jump Shot
1529,20716,Jump Shot
1530,7999,Jump Shot
1531,16687,Jump Shot
1532,18974,Jump Shot
1533,24806,Jump Shot
1534,25436,Jump Shot
1535,21604,Jump Shot
1536,25594,Jump Shot
1537,17245,Jump Shot
1538,2857,Layup Shot
1539,6309,Jump Shot
1540,16071,Jump Shot
1541,20728,Jump Shot
1542,23028,Jump Shot
1543,15412,Layup Shot
1544,2267,Jump Shot
1545,10657,Jump Shot
1546,15844,Jump Shot
1547,9571,Jump Shot
1548,8592,Jump Shot
1549,6188,Layup Shot
1550,27952,Jump Shot
1551,25498,Jump Shot
1552,25707,Jump Shot
1553,7977,Jump Shot
1554,5872,Jump Shot
1555,8979,Jump Shot
1556,28885,Jump Shot
1557,1993,Layup Shot
1558,19122,Driving Layup Shot
1559,500,Jump Shot
1560,2534,Jump Shot
1561,29476,Jump Shot
1562,4703,Jump Shot
1563,19750,Jump Shot
1564,21583,Jump Shot
1565,7,Jump Shot
1566,30060,Driving Layup Shot
1567,15119,Jump Shot
1568,25085,Jump Shot
1569,9843,Jump Shot
1570,19692,Jump Shot
1571,16565,Jump Shot
1572,14443,Jump Shot
1573,7229,Driving Layup Shot
1574,24021,Driving Layup Shot
1575,19595,Jump Shot
1576,25104,Jump Shot
1577,29567,Jump Shot
1578,23795,Jump Shot
1579,11025,Driving Layup Shot
1580,11774,Jump Shot
1581,14198,Jump Shot
1582,18286,Jump Shot
1583,28567,Jump Shot
1584,30472,Jump Shot
1585,22849,Jump Shot
1586,19205,Jump Shot
1587,21525,Jump Shot
1588,2586,Jump Shot
1589,1711,Layup Shot
1590,11575,Driving Layup Shot
1591,9774,Jump Shot
1592,7956,Jump Shot
1593,14495,Jump Shot
1594,29494,Jump Shot
1595,10334,Jump Shot
1596,12327,Jump Shot
1597,6577,Jump Shot
1598,12441,Jump Shot
1599,23884,Jump Shot
1600,19399,Jump Shot
1601,16278,Jump Shot
1602,12426,Jump Shot
1603,463,Jump Shot
1604,22137,Driving Layup Shot
1605,47,Driving Layup Shot
1606,8677,Jump Shot
1607,30278,Driving Layup Shot
1608,10128,Jump Shot
1609,14215,Jump Shot
1610,23720,Jump Shot
1611,1139,Jump Shot
1612,4286,Jump Shot
1613,24919,Driving Layup Shot
1614,5467,Driving Layup Shot
1615,26377,Jump Shot
1616,22896,Jump Shot
1617,3123,Jump Shot
1618,25731,Jump Shot
1619,28258,Jump Shot
1620,15189,Layup Shot
1621,13560,Layup Shot
1622,4970,Jump Shot
1623,20236,Jump Shot
1624,1289,Jump Shot
1625,17983,Jump Shot
1626,26704,Jump Shot
1627,15072,Jump Shot
1628,22917,Jump Shot
1629,8359,Jump Shot
1630,25244,Jump Shot
1631,24932,Jump Shot
1632,3932,Jump Shot
1633,15364,Jump Shot
1634,29098,Jump Shot
1635,18010,Jump Shot
1636,10019,Jump Shot
1637,12960,Jump Shot
1638,26870,Driving Layup Shot
1639,1442,Jump Shot
1640,13485,Jump Shot
1641,8744,Layup Shot
1642,28046,Jump Shot
1643,9087,Jump Shot
1644,25724,Jump Shot
1645,4982,Jump Shot
1646,17251,Layup Shot
1647,6984,Jump Shot
1648,7810,Driving Layup Shot
1649,10091,Jump Shot
1650,27406,Jump Shot
1651,17809,Jump Shot
1652,6893,Jump Shot
1653,21512,Jump Shot
1654,279,Driving Layup Shot
1655,17593,Jump Shot
1656,27553,Jump Shot
1657,17396,Jump Shot
1658,14237,Driving Layup Shot
1659,5378,Jump Shot
1660,4590,Driving Layup Shot
1661,26921,Jump Shot
1662,10043,Layup Shot
1663,1340,Jump Shot
1664,5983,Jump Shot
1665,26203,Jump Shot
1666,30437,Layup Shot
1667,5512,Jump Shot
1668,26142,Jump Shot
1669,2565,Jump Shot
1670,879,Jump Shot
1671,10912,Jump Shot
1672,13230,Layup Shot
1673,21706,Driving Layup Shot
1674,26521,Turnaround Fadeaway shot
1675,19677,Jump Shot
1676,6401,Layup Shot
1677,20124,Jump Shot
1678,29874,Jump Shot
1679,11238,Jump Shot
1680,19670,Driving Layup Shot
1681,21883,Jump Shot
1682,25148,Jump Shot
1683,9354,Jump Shot
1684,26297,Layup Shot
1685,28032,Jump Shot
1686,24826,Jump Shot
1687,15747,Jump Shot
1688,29715,Driving Layup Shot
1689,11321,Jump Shot
1690,26007,Layup Shot
1691,12814,Jump Shot
1692,4570,Driving Layup Shot
1693,25677,Jump Shot
1694,346,Driving Layup Shot
1695,18068,Jump Shot
1696,2326,Jump Shot
1697,15964,Driving Layup Shot
1698,19279,Jump Shot
1699,29347,Jump Shot
1700,29032,Jump Shot
1701,7092,Jump Shot
1702,27620,Jump Shot
1703,16660,Jump Shot
1704,27366,Jump Shot
1705,27827,Jump Shot
1706,2719,Driving Layup Shot
1707,12651,Jump Shot
1708,1816,Driving Layup Shot
1709,20945,Jump Shot
1710,23878,Jump Shot
1711,20775,Jump Shot
1712,23810,Driving Layup Shot
1713,7475,Jump Shot
1714,14942,Jump Shot
1715,7294,Driving Layup Shot
1716,4637,Jump Shot
1717,22278,Jump Shot
1718,16234,Layup Shot
1719,9251,Jump Shot
1720,23820,Driving Layup Shot
1721,2562,Jump Shot
1722,17839,Driving Layup Shot
1723,1913,Jump Shot
1724,8505,Jump Shot
1725,574,Jump Shot
1726,24783,Jump Shot
1727,1537,Jump Shot
1728,6205,Jump Shot
1729,16038,Jump Shot
1730,6935,Jump Shot
1731,14763,Jump Shot
1732,29454,Layup Shot
1733,24412,Jump Shot
1734,11548,Jump Shot
1735,22399,Layup Shot
1736,2112,Jump Shot
1737,16605,Layup Shot
1738,791,Jump Shot
1739,22850,Jump Shot
1740,24430,Jump Shot
1741,5839,Jump Shot
1742,13788,Driving Layup Shot
1743,6419,Jump Shot
1744,18795,Jump Shot
1745,8349,Jump Shot
1746,980,Driving Layup Shot
1747,5237,Jump Shot
1748,11929,Jump Shot
1749,13695,Jump Shot
1750,17745,Jump Shot
1751,15688,Jump Shot
1752,27352,Layup Shot
1753,14799,Jump Shot
1754,3708,Jump Shot
1755,12386,Jump Shot
1756,19641,Jump Shot
1757,26717,Driving Layup Shot
1758,5383,Jump Shot
1759,5844,Jump Shot
1760,5108,Jump Shot
1761,17706,Jump Shot
1762,8030,Driving Layup Shot
1763,14446,Driving Layup Shot
1764,22247,Layup Shot
1765,11016,Driving Layup Shot
1766,29954,Jump Shot
1767,398,Layup Shot
1768,14841,Jump Shot
1769,27027,Jump Shot
1770,29277,Jump Shot
1771,27291,Jump Shot
1772,25606,Jump Shot
1773,30119,Jump Shot
1774,30571,Jump Shot
1775,6636,Jump Shot
1776,14360,Jump Shot
1777,11763,Driving Layup Shot
1778,28865,Jump Shot
1779,25690,Jump Shot
1780,19272,Jump Shot
1781,29331,Jump Shot
1782,16084,Jump Shot
1783,11266,Layup Shot
1784,9751,Jump Shot
1785,12574,Layup Shot
1786,4385,Layup Shot
1787,17427,Jump Shot
1788,14564,Jump Shot
1789,6070,Jump Shot
1790,5156,Jump Shot
1791,27058,Jump Shot
1792,19804,Jump Shot
1793,5140,Jump Shot
1794,19407,Jump Shot
1795,7950,Driving Layup Shot
1796,24305,Jump Shot
1797,28161,Jump Shot
1798,16119,Jump Shot
1799,13541,Jump Shot
1800,29026,Jump Shot
1801,4038,Jump Shot
1802,15231,Jump Shot
1803,93,Jump Shot
1804,28627,Jump Shot
1805,26224,Jump Shot
1806,21998,Jump Shot
1807,13102,Jump Shot
1808,11057,Jump Shot
1809,22634,Jump Shot
1810,4450,Layup Shot
1811,6553,Jump Shot
1812,6389,Jump Shot
1813,6664,Jump Shot
1814,3059,Jump Shot
1815,5497,Layup Shot
1816,13828,Jump Shot
1817,8576,Jump Shot
1818,20341,Driving Layup Shot
1819,17664,Jump Shot
1820,23234,Jump Shot
1821,7050,Layup Shot
1822,12418,Jump Shot
1823,19264,Layup Shot
1824,20796,Driving Layup Shot
1825,19173,Jump Shot
1826,4635,Jump Shot
1827,27831,Jump Shot
1828,1191,Driving Layup Shot
1829,23839,Jump Shot
1830,18948,Jump Shot
1831,30678,Jump Shot
1832,2731,Jump Shot
1833,26634,Driving Layup Shot
1834,8365,Jump Shot
1835,6015,Jump Shot
1836,10622,Jump Shot
1837,25824,Jump Shot
1838,20967,Layup Shot
1839,12918,Driving Layup Shot
1840,29881,Turnaround Fadeaway shot
1841,24219,Jump Shot
1842,25211,Jump Shot
1843,11682,Jump Shot
1844,29830,Jump Shot
1845,28411,Jump Shot
1846,26944,Layup Shot
1847,26244,Jump Shot
1848,23709,Driving Layup Shot
1849,352,Jump Shot
1850,5549,Jump Shot
1851,28810,Jump Shot
1852,6326,Jump Shot
1853,6071,Jump Shot
1854,8714,Jump Shot
1855,17085,Jump Shot
1856,15918,Jump Shot
1857,14857,Layup Shot
1858,11625,Jump Shot
1859,16325,Jump Shot
1860,3403,Jump Shot
1861,30360,Jump Shot
1862,17841,Layup Shot
1863,17067,Jump Shot
1864,12527,Jump Shot
1865,25521,Layup Shot
1866,8779,Jump Shot
1867,18676,Jump Shot
1868,9021,Jump Shot
1869,743,Jump Shot
1870,4157,Jump Shot
1871,29598,Jump Shot
1872,1428,Jump Shot
1873,26764,Jump Shot
1874,6552,Jump Shot
1875,22173,Jump Shot
1876,9737,Jump Shot
1877,13070,Jump Shot
1878,1732,Jump Shot
1879,30132,Jump Shot
1880,11401,Jump Shot
1881,16738,Jump Shot
1882,30478,Jump Shot
1883,16179,Jump Shot
1884,5465,Jump Shot
1885,25694,Layup Shot
1886,6158,Jump Shot
1887,10147,Jump Shot
1888,23190,Jump Shot
1889,26266,Jump Shot
1890,19490,Jump Shot
1891,10685,Jump Shot
1892,2519,Jump Shot
1893,4121,Jump Shot
1894,1088,Driving Layup Shot
1895,27901,Jump Shot
1896,23160,Jump Shot
1897,14755,Driving Layup Shot
1898,4161,Jump Shot
1899,15325,Jump Shot
1900,20138,Jump Shot
1901,4342,Jump Shot
1902,16636,Jump Shot
1903,25295,Jump Shot
1904,13213,Jump Shot
1905,9649,Driving Layup Shot
1906,26582,Jump Shot
1907,9318,Jump Shot
1908,26174,Jump Shot
1909,16152,Jump Shot
1910,10463,Jump Shot
1911,7577,Jump Shot
1912,22843,Jump Shot
1913,1054,Layup Shot
1914,7793,Jump Shot
1915,5941,Driving Layup Shot
1916,15209,Driving Layup Shot
1917,15583,Jump Shot
1918,9586,Jump Shot
1919,11559,Jump Shot
1920,9028,Jump Shot
1921,15466,Jump Shot
1922,1378,Layup Shot
1923,7723,Jump Shot
1924,14150,Jump Shot
1925,30335,Jump Shot
1926,1922,Layup Shot
1927,8603,Layup Shot
1928,11087,Jump Shot
1929,21222,Jump Shot
1930,16187,Jump Shot
1931,10710,Jump Shot
1932,25619,Layup Shot
1933,5513,Layup Shot
1934,25925,Jump Shot
1935,15010,Layup Shot
1936,29564,Jump Shot
1937,27963,Jump Shot
1938,100,Jump Shot
1939,12052,Jump Shot
1940,8388,Jump Shot
1941,1677,Driving Layup Shot
1942,2169,Jump Shot
1943,18183,Jump Shot
1944,5082,Jump Shot
1945,13736,Jump Shot
1946,24262,Jump Shot
1947,30624,Jump Shot
1948,13900,Jump Shot
1949,21455,Layup Shot
1950,26375,Jump Shot
1951,10169,Jump Shot
1952,11932,Driving Layup Shot
1953,21344,Jump Shot
1954,12415,Jump Shot
1955,3383,Jump Shot
1956,1119,Driving Layup Shot
1957,3674,Jump Shot
1958,5534,Driving Layup Shot
1959,12463,Jump Shot
1960,26280,Driving Layup Shot
1961,20762,Jump Shot
1962,627,Driving Layup Shot
1963,9150,Jump Shot
1964,25134,Jump Shot
1965,5825,Driving Layup Shot
1966,11275,Jump Shot
1967,15569,Jump Shot
1968,9211,Driving Layup Shot
1969,12488,Jump Shot
1970,13459,Jump Shot
1971,10970,Jump Shot
1972,3247,Jump Shot
1973,6504,Jump Shot
1974,2230,Jump Shot
1975,11525,Jump Shot
1976,29776,Jump Shot
1977,23915,Jump Shot
1978,25221,Jump Shot
1979,24657,Jump Shot
1980,16241,Driving Layup Shot
1981,18465,Jump Shot
1982,18912,Layup Shot
1983,30023,Layup Shot
1984,18375,Jump Shot
1985,25796,Jump Shot
1986,12519,Jump Shot
1987,18405,Jump Shot
1988,448,Jump Shot
1989,24527,Jump Shot
1990,28265,Layup Shot
1991,29415,Jump Shot
1992,22580,Jump Shot
1993,12365,Jump Shot
1994,18503,Jump Shot
1995,11287,Jump Shot
1996,25517,Layup Shot
1997,7965,Driving Layup Shot
1998,30499,Jump Shot
1999,5211,Driving Layup Shot
2000,5506,Layup Shot
2001,19309,Layup Shot
2002,11327,Jump Shot
2003,28033,Jump Shot
2004,23016,Driving Layup Shot
2005,16288,Jump Shot
2006,27463,Jump Shot
2007,12725,Jump Shot
2008,18693,Driving Layup Shot
2009,21285,Layup Shot
2010,21168,Jump Shot
2011,13631,Jump Shot
2012,3711,Jump Shot
2013,5226,Jump Shot
2014,8671,Jump Shot
2015,28873,Layup Shot
2016,28696,Jump Shot
2017,26520,Layup Shot
2018,18733,Jump Shot
2019,6900,Jump Shot
2020,8301,Jump Shot
2021,21101,Layup Shot
2022,28408,Jump Shot
2023,274,Layup Shot
2024,13244,Jump Shot
2025,22526,Jump Shot
2026,15781,Jump Shot
2027,19201,Driving Layup Shot
2028,7786,Jump Shot
2029,6548,Jump Shot
2030,25408,Jump Shot
2031,2868,Jump Shot
2032,2765,Jump Shot
2033,13635,Layup Shot
2034,9321,Layup Shot
2035,14653,Jump Shot
2036,26150,Jump Shot
2037,18479,Jump Shot
2038,1488,Jump Shot
2039,13367,Driving Layup Shot
2040,7564,Jump Shot
2041,10701,Jump Shot
2042,12786,Jump Shot
2043,10512,Jump Shot
2044,2458,Jump Shot
2045,8511,Jump Shot
2046,19275,Jump Shot
2047,7469,Jump Shot
2048,26577,Jump Shot
2049,6919,Jump Shot
2050,23935,Jump Shot
2051,22740,Jump Shot
2052,12696,Jump Shot
2053,26882,Jump Shot
2054,15023,Jump Shot
2055,5928,Jump Shot
2056,12790,Layup Shot
2057,28276,Jump Shot
2058,9949,Jump Shot
2059,9253,Jump Shot
2060,11542,Jump Shot
2061,10009,Layup Shot
2062,8243,Jump Shot
2063,16997,Jump Shot
2064,20041,Driving Layup Shot
2065,3799,Layup Shot
2066,14945,Jump Shot
2067,4458,Driving Layup Shot
2068,4321,Jump Shot
2069,4228,Jump Shot
2070,28056,Jump Shot
2071,20684,Jump Shot
2072,12536,Jump Shot
2073,17980,Jump Shot
2074,8095,Jump Shot
2075,20778,Jump Shot
2076,4950,Jump Shot
2077,7654,Jump Shot
2078,8778,Driving Layup Shot
2079,345,Jump Shot
2080,7603,Jump Shot
2081,964,Jump Shot
2082,3379,Jump Shot
2083,24025,Layup Shot
2084,3753,Jump Shot
2085,14203,Jump Shot
2086,2010,Jump Shot
2087,25129,Jump Shot
2088,26533,Jump Shot
2089,24264,Layup Shot
2090,24940,Layup Shot
2091,8215,Driving Layup Shot
2092,29001,Jump Shot
2093,15852,Jump Shot
2094,20319,Jump Shot
2095,3704,Jump Shot
2096,7137,Jump Shot
2097,4745,Jump Shot
2098,17632,Jump Shot
2099,9914,Driving Layup Shot
2100,23457,Jump Shot
2101,7071,Jump Shot
2102,9768,Jump Shot
2103,28628,Jump Shot
2104,23843,Jump Shot
2105,26090,Jump Shot
2106,29251,Jump Shot
2107,1216,Jump Shot
2108,7885,Jump Shot
2109,20493,Jump Shot
2110,24442,Jump Shot
2111,24734,Jump Shot
2112,16751,Driving Layup Shot
2113,8575,Jump Shot
2114,16436,Layup Shot
2115,12705,Jump Shot
2116,13794,Jump Shot
2117,7760,Jump Shot
2118,22718,Layup Shot
2119,3644,Jump Shot
2120,665,Layup Shot
2121,10497,Jump Shot
2122,23305,Jump Shot
2123,17157,Jump Shot
2124,19717,Jump Shot
2125,3411,Jump Shot
2126,28076,Jump Shot
2127,11512,Jump Shot
2128,25624,Jump Shot
2129,16983,Jump Shot
2130,2677,Jump Shot
2131,14174,Jump Shot
2132,26384,Jump Shot
2133,3287,Jump Shot
2134,8248,Jump Shot
2135,8219,Jump Shot
2136,5672,Jump Shot
2137,15098,Jump Shot
2138,9007,Driving Layup Shot
2139,14845,Jump Shot
2140,8467,Jump Shot
2141,24130,Jump Shot
2142,1451,Jump Shot
2143,25687,Jump Shot
2144,25590,Jump Shot
2145,7192,Jump Shot
2146,27877,Driving Layup Shot
2147,5628,Jump Shot
2148,15437,Jump Shot
2149,24195,Driving Layup Shot
2150,30346,Jump Shot
2151,7511,Jump Shot
2152,7924,Jump Shot
2153,16467,Jump Shot
2154,7583,Jump Shot
2155,11263,Jump Shot
2156,5533,Layup Shot
2157,9572,Jump Shot
2158,20730,Jump Shot
2159,18841,Jump Shot
2160,853,Jump Shot
2161,25237,Jump Shot
2162,4642,Jump Shot
2163,13739,Driving Layup Shot
2164,21132,Jump Shot
2165,23474,Jump Shot
2166,30113,Layup Shot
2167,16796,Layup Shot
2168,25693,Jump Shot
2169,9576,Layup Shot
2170,21057,Jump Shot
2171,17929,Jump Shot
2172,20688,Jump Shot
2173,7653,Driving Layup Shot
2174,23401,Jump Shot
2175,6363,Jump Shot
